season,player,salary
2016-2017,Anthony Morrow,3488000
2016-2017,Trey Burke,3386598
2016-2017,Mike Scott,3333334
2016-2017,KJ McDaniels,3333333
2016-2017,Troy Daniels,3332940
2016-2017,Julius Randle,3267120
2016-2017,Emmanuel Mudiay,3241800
2016-2017,CJ McCollum,3219579
2016-2017,Jamal Murray,3210840
2016-2017,Michael Carter-Williams,3183526
2016-2017,Steven Adams,3140517
2016-2017,Kelly Olynyk,3094014
2016-2017,Shabazz Muhammad,3046299
2016-2017,Justin Hamilton,3000000
2016-2017,Tibor Pleiss,3000000
2016-2017,Giannis Antetokounmpo,2995421
2016-2017,Nik Stauskas,2993040
2016-2017,Dante Cunningham,2978250
2016-2017,Stanley Johnson,2969880
2016-2017,Marquese Chriss,2941440
2016-2017,Dion Waiters,2898000
2016-2017,Mindaugas Kuzminskas,2898000
2016-2017,Seth Curry,2898000
2016-2017,Dewayne Dedmon,2898000
2016-2017,Tomas Satoransky,2870813
2016-2017,Noah Vonleh,2751360
2016-2017,Frank Kaminsky,2730000
2016-2017,Dennis Schroder,2708582
2016-2017,Jakob Poeltl,2703960
2016-2017,Aaron Brooks,2700000
2016-2017,Elfrid Payton,2613600
2016-2017,Justise Winslow,2593440
2016-2017,Thon Maker,2568600
2016-2017,Randy Foye,2500000
2016-2017,Malcolm Delaney,2500000
2016-2017,Doug McDermott,2483040
2016-2017,Myles Turner,2463840
2016-2017,Domantas Sabonis,2440200
2016-2017,Shelvin Mack,2433334
2016-2017,Tony Snell,2368327
2016-2017,Gorgui Dieng,2348783
2016-2017,Trey Lyles,2340600
2016-2017,Mason Plumlee,2328530
2016-2017,Dario Saric,2318280
2016-2017,Taurean Prince,2318280
2016-2017,Tim Hardaway Jr.,2281605
2016-2017,Reggie Bullock,2255644
2016-2017,Zach LaVine,2240880
2016-2017,Devin Booker,2223600
2016-2017,Luc Mbah a Moute,2203000
2016-2017,Georgios Papagiannis,2202240
2016-2017,Mo Williams,2194500
2016-2017,Andre Roberson,2183072
2016-2017,Joe Ingles,2150000
2016-2017,TJ Warren,2128920
2016-2017,Rudy Gobert,2121288
2016-2017,Cameron Payne,2112480
2016-2017,Denzel Valentine,2092200
2016-2017,Tim Frazier,2090000
2016-2017,Kendall Marshall,2048257
2016-2017,Adreian Payne,2022240
2016-2017,Kelly Oubre Jr.,2006640
2016-2017,Juan Hernangomez,1987440
2016-2017,Lucas Nogueira,1921320
2016-2017,Jusuf Nurkic,1921320
2016-2017,Terry Rozier,1906440
2016-2017,James Young,1825200
2016-2017,Rashad Vaughn,1811040
2016-2017,Kevin Seraphin,1800000
2016-2017,Wade Baldwin IV,1793760
2016-2017,Quincy Acy,1790092
2016-2017,Tyler Ennis,1733880
2016-2017,Sam Dekker,1720560
2016-2017,Joffrey Lauvergne,1709719
2016-2017,Henry Ellenson,1704120
2016-2017,Gary Harris,1655880
2016-2017,Jerian Grant,1643040
2016-2017,Malik Beasley,1627320
2016-2017,Bruno Caboclo,1589640
2016-2017,Delon Wright,1577280
2016-2017,Caris LeVert,1562280
2016-2017,David Lee,1551659
2016-2017,Caron Butler,1551659
2016-2017,Mitch McGary,1526040
2016-2017,Justin Anderson,1514160
2016-2017,Marcelo Huertas,1500000
2016-2017,DeAndre' Bembry,1499760
2016-2017,Jordan Adams,1465080
2016-2017,Bobby Portis,1453680
2016-2017,Demetrius Jackson,1450000
2016-2017,Malachi Richardson,1439800
2016-2017,Rodney Hood,1406520
2016-2017,Marreese Speights,1403611
2016-2017,JaVale McGee,1403611
2016-2017,Michael Beasley,1403611
2016-2017,Rondae Hollis-Jefferson,1395600
2016-2017,Deyonta Davis,1369299
2016-2017,Nikola Jokic,1358500
2016-2017,Shabazz Napier,1350120
2016-2017,Willy Hernangomez,1350000
2016-2017,Guillermo Hernangomez,1350000
2016-2017,Tyus Jones,1339680
2016-2017,Sasha Kaun,1333240
2016-2017,Timothe Luwawu-Cabarrot,1326960
2016-2017,Clint Capela,1296240
2016-2017,Jarell Martin,1286160
2016-2017,Brice Johnson,1273920
2016-2017,Luke Babbitt,1227286
2016-2017,Jeremy Evans,1227286
2016-2017,Jordan Mickey,1223653
2016-2017,CJ Wilcox,1209600
2016-2017,Larry Nance Jr.,1207680
2016-2017,Pascal Siakam,1196040
2016-2017,Kyle Anderson,1192080
2016-2017,Josh Huestis,1191480
2016-2017,Chris McCullough,1191480
2016-2017,Livio Jean-Charles,1188840
2016-2017,Skal Labissiere,1188840
2016-2017,Kevon Looney,1182840
2016-2017,Dejounte Murray,1180080
2016-2017,Damian Jones,1171560
2016-2017,Isaiah Whitehead,1074145
2016-2017,Joe Young,1052342
2016-2017,Rakeem Christmas,1052342
2016-2017,Tony Wroten,1050961
2016-2017,John Jenkins,1050961
2016-2017,Chris Johnson,1050961
2016-2017,Glenn Robinson III,1050500
2016-2017,Montrezl Harrell,1045000
2016-2017,Ivica Zubac,1034956
2016-2017,Richaun Holmes,1025831
2016-2017,DeAndre Liggins,1015696
2016-2017,Lorenzo Brown,1015696
2016-2017,Mike Muscala,1015696
2016-2017,Isaiah Canaan,1015696
2016-2017,Anthony Bennett,1015696
2016-2017,Willie Reed,1015696
2016-2017,Justin Holiday,1015696
2016-2017,Edy Tavares,1000000
2016-2017,Cory Jefferson,980431
2016-2017,James Michael McAdoo,980431
2016-2017,Eric Moreland,980431
2016-2017,Devyn Marble,980431
2016-2017,JaMychal Green,980431
2016-2017,Brian Roberts,980431
2016-2017,Jerami Grant,980431
2016-2017,Henry Sims,980431
2016-2017,Nate Wolters,980431
2016-2017,Jordan Farmar,980431
2016-2017,Will Bynum,980431
2016-2017,Stephen Zimmerman,950000
2016-2017,Andrew Harrison,945000
2016-2017,Raul Neto,937800
2016-2017,Malcolm Brogdon,925000
2016-2017,Tyler Ulis,918369
2016-2017,Reggie Williams,895197
2016-2017,Xavier Munford,874636
2016-2017,Christian Wood,874636
2016-2017,T.J. McConnell,874636
2016-2017,Jordan McRae,874636
2016-2017,Norman Powell,874636
2016-2017,DJ Stephens,874636
2016-2017,D.J. Kennedy,874636
2016-2017,Darrun Hilliard,874636
2016-2017,Alan Williams,874636
2016-2017,Grant Jerrett,874636
2016-2017,Duje Dukan,874636
2016-2017,Cliff Alexander,874636
2016-2017,R.J. Hunter,864346
2016-2017,Paul Zipser,750000
2016-2017,Spencer Dinwiddie,726672
2016-2017,Bobby Brown,680534
2016-2017,AJ Hammons,650000
2016-2017,Georges Niang,650000
2016-2017,Michael Gbinije,650000
2016-2017,Jake Layman,600000
2016-2017,Joel Bolomboy,600000
2016-2017,Donatas Motiejunas,576724
2016-2017,E.J. Singler,543471
2016-2017,Drew Crawford,543471
2016-2017,Kay Felder,543471
2016-2017,Fred VanVleet,543471
2016-2017,Yanick Moreira,543471
2016-2017,Kyle Wiltjer,543471
2016-2017,Kyle Collinsworth,543471
2016-2017,Brady Heslip,543471
2016-2017,Vince Hunter,543471
2016-2017,Andrew Andrews,543471
2016-2017,Marcus Paige,543471
2016-2017,Rasheed Sulaimon,543471
2016-2017,Isaiah Cousins,543471
2016-2017,Quincy Ford,543471
2016-2017,Nick Zeisloft,543471
2016-2017,Nicolas Brussino,543471
2016-2017,Jonathan Holmes,543471
2016-2017,Sheldon Mac,543471
2016-2017,Jonathan Gibson,469943
2016-2017,Toney Douglas,379159
2016-2017,Joel Anthony,346034
2016-2017,Ryan Kelly,286785
2016-2017,Ronnie Price,276828
2016-2017,Deron Williams,259526
2016-2017,Isaiah Taylor,255000
2016-2017,Norris Cole,247991
2016-2017,Jose Calderon,247991
2016-2017,Lamar Patterson,246956
2016-2017,Andrew Bogut,242224
2016-2017,Matt Barnes,242224
2016-2017,Okaro White,210995
2016-2017,Yogi Ferrell,207798
2016-2017,Larry Sanders,207722
2016-2017,Jordan Crawford,173099
2016-2017,Johnny O'Bryant III,161483
2016-2017,Chasson Randle,143860
2016-2017,Omri Casspi,138414
2016-2017,Briante Weber,128623
2016-2017,Ray McCallum,121112
2016-2017,Hollis Thompson,115344
2016-2017,Derrick Williams,115344
2016-2017,Manny Harris,115344
2016-2017,Shawn Long,89513
2016-2017,Wayne Selden,83119
2016-2017,Troy Williams,76725
2016-2017,Archie Goodwin,75000
2016-2017,David Nwaba,73528
2016-2017,Mike Tobey,67135
2016-2017,Justin Harper,57672
2016-2017,Anthony Brown,57672
2016-2017,Jarell Eddie,57672
2016-2017,Alonzo Gee,57672
2016-2017,Jarrett Jack,57672
2016-2017,Jarrod Uthoff,47953
2016-2017,Alex Poythress,35166
2016-2017,Gary Payton II,35116
2016-2017,Pierre Jackson,31969
2016-2017,Patricio Garino,31969
2016-2017,Marcus Georges-Hunt,31969
2016-2017,Elijah Millsap,23069
2016-2017,Quinn Cook,15984
2016-2017,Axel Toupane,15435
2016-2017,Dahntay Jones,5767
2017-2018,Stephen Curry,37457154
2017-2018,Al Horford,27734406
2017-2018,Carmelo Anthony,26243760
2017-2018,Damian Lillard,26153057
2017-2018,Otto Porter Jr.,26011913
2017-2018,Jrue Holiday,25686667
2017-2018,Bradley Beal,25434263
2017-2018,Andre Drummond,25434263
2017-2018,Hassan Whiteside,25434262
2017-2018,Joel Embiid,25250000
2017-2018,Chris Paul,24599495
2017-2018,Blake Griffin,32088932
2017-2018,Giannis Antetokounmpo,24157303
2017-2018,Kevin Love,24119025
2017-2018,Nicolas Batum,24000000
2017-2018,CJ McCollum,23962573
2017-2018,Dwight Howard,23819725
2017-2018,Anthony Davis,23775506
2017-2018,Chandler Parsons,23112004
2017-2018,Harrison Barnes,23112004
2017-2018,Brook Lopez,22642650
2017-2018,Marc Gasol,22642350
2017-2018,Paul Millsap,31269231
2017-2018,DeAndre Jordan,22642350
2017-2018,Steven Adams,22471910
2017-2018,Rudy Gobert,21924719
2017-2018,Serge Ibaka,21666667
2017-2018,LaMarcus Aldridge,21461010
2017-2018,Victor Oladipo,21000000
2017-2018,Danilo Gallinari,20559599
2017-2018,Ryan Anderson,19578455
2017-2018,Paul George,19508958
2017-2018,Jimmy Butler,19301070
2017-2018,Kyle Lowry,31200000
2017-2018,Tyler Johnson,19245370
2017-2018,Gordon Hayward,29727900
2017-2018,Mike Conley,28530608
2017-2018,Russell Westbrook,28530608
2017-2018,James Harden,28299399
2017-2018,DeMar DeRozan,27739975
2017-2018,John Wall,19169800
2017-2018,Jeff Teague,19000000
2017-2018,George Hill,19000000
2017-2018,Kawhi Leonard,18868626
2017-2018,Kyrie Irving,18868626
2017-2018,Enes Kanter,18622514
2017-2018,Joakim Noah,18530000
2017-2018,Allen Crabbe,18500000
2017-2018,Goran Dragic,18109175
2017-2018,Kent Bazemore,18089887
2017-2018,DeMarcus Cousins,18063850
2017-2018,Wesley Matthews,17884176
2017-2018,Klay Thompson,17826150
2017-2018,Kentavious Caldwell-Pope,17745894
2017-2018,Draymond Green,17469565
2017-2018,Tristan Thompson,17469565
2017-2018,Tim Hardaway Jr.,17325000
2017-2018,Luol Deng,17190000
2017-2018,Evan Turner,17131148
2017-2018,Reggie Jackson,17043478
2017-2018,Bismack Biyombo,17000000
2017-2018,Evan Fournier,17000000
2017-2018,Jonas Valanciunas,16539326
2017-2018,Pau Gasol,16000000
2017-2018,Tobias Harris,16000000
2017-2018,Ian Mahinmi,15944154
2017-2018,Dennis Schroder,15500000
2017-2018,Tony Parker,15453126
2017-2018,DeMarre Carroll,15400000
2017-2018,Eric Bledsoe,15000000
2017-2018,Andre Iguodala,14814815
2017-2018,JR Smith,14720000
2017-2018,James Johnson,14651700
2017-2018,Robin Lopez,14357750
2017-2018,Ricky Rubio,14275000
2017-2018,Joe Ingles,14136364
2017-2018,Gorgui Dieng,14112360
2017-2018,Marvin Williams,14087500
2017-2018,Mason Plumlee,14041096
2017-2018,Taj Gibson,14000000
2017-2018,Kemba Walker,12000000
2017-2018,Derrick Favors,12000000
2017-2018,Dion Waiters,11550000
2017-2018,John Henson,11327466
2017-2018,Omer Asik,11286516
2017-2018,Monta Ellis,11227000
2017-2018,Alec Burks,10845506
2017-2018,Patty Mills,10714286
2017-2018,Tony Snell,10607143
2017-2018,Terrence Ross,10500000
2017-2018,Mirza Teletovic,10500000
2017-2018,Bojan Bogdanovic,10500000
2017-2018,Robert Covington,10464092
2017-2018,Iman Shumpert,10337079
2017-2018,Maurice Harkless,10162922
2017-2018,Jon Leuer,10002681
2017-2018,Danny Green,10000000
2017-2018,Jared Dudley,10000000
2017-2018,Al Jefferson,10000000
2017-2018,Meyers Leonard,9904495
2017-2018,Matthew Dellavedova,9607500
2017-2018,Thaddeus Young,13964045
2017-2018,Brandon Knight,13618750
2017-2018,Cody Zeller,13528090
2017-2018,Michael Kidd-Gilchrist,13000000
2017-2018,Tyson Chandler,13000000
2017-2018,Eric Gordon,12943020
2017-2018,Kenneth Faried,12921348
2017-2018,Marcin Gortat,12782609
2017-2018,Nikola Vucevic,12750000
2017-2018,Austin Rivers,12650000
2017-2018,Kelly Olynyk,12537527
2017-2018,Jeremy Lin,12516746
2017-2018,Jordan Clarkson,12500000
2017-2018,Miles Plumlee,12500000
2017-2018,Zach Randolph,12307692
2017-2018,Courtney Lee,12253780
2017-2018,Solomon Hill,12236535
2017-2018,Nikola Pekovic,12100000
2017-2018,Wilson Chandler,12016854
2017-2018,Bogdan Bogdanovic,9412280
2017-2018,Norman Powell,9367200
2017-2018,Josh Richardson,9367200
2017-2018,Andre Roberson,9259260
2017-2018,Dwight Powell,9003125
2017-2018,Gerald Henderson,9000000
2017-2018,Avery Bradley,8808989
2017-2018,Markieff Morris,8600000
2017-2018,Jerryd Bayless,8575916
2017-2018,JaMychal Green,8533333
2017-2018,Cristiano Felicio,8470980
2017-2018,E'Twaun Moore,8445024
2017-2018,Rudy Gay,8406000
2017-2018,Kosta Koufos,8393000
2017-2018,Markelle Fultz,8339880
2017-2018,Garrett Temple,8000000
2017-2018,Kevin Garnett,8000000
2017-2018,Yi Jianlian,8000000
2017-2018,Vince Carter,8000000
2017-2018,Cory Joseph,7945000
2017-2018,CJ Miles,7936509
2017-2018,Shaun Livingston,7692308
2017-2018,PJ Tucker,7590035
2017-2018,Corey Brewer,7579366
2017-2018,Andrew Wiggins,7574323
2017-2018,Kyle Korver,7560000
2017-2018,Boris Diaw,7500000
2017-2018,Jeremy Lamb,7488372
2017-2018,Darrell Arthur,7464912
2017-2018,Trevor Ariza,7420912
2017-2018,Channing Frye,7420912
2017-2018,Festus Ezeli,7400000
2017-2018,Al-Farouq Aminu,7319035
2017-2018,Cole Aldrich,7300000
2017-2018,D.J. Augustin,7250000
2017-2018,Dewayne Dedmon,7200000
2017-2018,Lance Thomas,7119650
2017-2018,D'Angelo Russell,7019698
2017-2018,Boban Marjanovic,7000000
2017-2018,Lou Williams,7000000
2017-2018,Langston Galloway,7000000
2017-2018,Jae Crowder,6796117
2017-2018,Carl Landry,6500000
2017-2018,Ben Simmons,6434520
2017-2018,Tim Duncan,6393750
2017-2018,Andrew Nicholson,6362998
2017-2018,Ed Davis,6352531
2017-2018,Lonzo Ball,6286560
2017-2018,Isaiah Thomas,6261395
2017-2018,Karl-Anthony Towns,6216840
2017-2018,Spencer Hawes,6061175
2017-2018,Josh McRoberts,6021175
2017-2018,Shelvin Mack,6000000
2017-2018,Jonathon Simmons,6000000
2017-2018,Alan Williams,6000000
2017-2018,Ish Smith,6000000
2017-2018,Wesley Johnson,5882260
2017-2018,Alex Abrines,5725000
2017-2018,Kristaps Porzingis,5697054
2017-2018,Jayson Tatum,5645400
2017-2018,Jared Sullinger,5628000
2017-2018,Brandon Ingram,5519400
2017-2018,Patrick Beverley,5513514
2017-2018,Thabo Sefolosha,5500000
2017-2018,Luis Scola,5500000
2017-2018,Jason Smith,5450000
2017-2018,Ben McLemore,5200000
2017-2018,Patrick Patterson,5192000
2017-2018,Nick Young,5192000
2017-2018,Josh Jackson,5090040
2017-2018,C.J. Watson,5000000
2017-2018,Mike Muscala,5000000
2017-2018,Marcus Morris,5000000
2017-2018,Dante Exum,4992385
2017-2018,Jonathan Isaac,4969080
2017-2018,Alexis Ajinca,4961798
2017-2018,Jaylen Brown,4956480
2017-2018,Mike Dunleavy,4837500
2017-2018,Kyle Singler,4666500
2017-2018,De'Aaron Fox,4609200
2017-2018,Ron Baker,4544000
2017-2018,Lauri Markkanen,4536120
2017-2018,Dragan Bender,4468800
2017-2018,Devin Harris,4402546
2017-2018,Justin Holiday,4384616
2017-2018,Greivis Vasquez,4347826
2017-2018,Jamal Crawford,4328000
2017-2018,Emmanuel Mudiay,4294480
2017-2018,Kris Dunn,4221000
2017-2018,Nerlens Noel,4187599
2017-2018,Alex Len,4187599
2017-2018,Frank Ntilikina,4155720
2017-2018,Julius Randle,4149242
2017-2018,Jordan Hill,4000000
2017-2018,Leandro Barbosa,4000000
2017-2018,Jonas Jerebko,4000000
2017-2018,Nemanja Bjelica,3949999
2017-2018,Stanley Johnson,3940402
2017-2018,J.J. Barea,3903900
2017-2018,Quincy Pondexter,3853931
2017-2018,Willie Cauley-Stein,3704160
2017-2018,Buddy Hield,3675480
2017-2018,Frank Kaminsky,3627842
2017-2018,Drew Gooden,3547000
2017-2018,Will Barton,3533333
2017-2018,Paul Pierce,3527920
2017-2018,Mike Miller,3500000
2017-2018,Nene Hilario,3477600
2017-2018,Zaza Pachulia,3477600
2017-2018,Jodie Meeks,3454500
2017-2018,Justise Winslow,3448926
2017-2018,Malik Monk,3447480
2017-2018,Myles Turner,3410284
2017-2018,Troy Daniels,3408520
2017-2018,Jamal Murray,3355320
2017-2018,Elfrid Payton,3332340
2017-2018,Rajon Rondo,3300000
2017-2018,Doug McDermott,3294994
2017-2018,Anthony Tolliver,3290000
2017-2018,Tyreke Evans,3290000
2017-2018,Tarik Black,3290000
2017-2018,Luke Kennard,3275280
2017-2018,Cameron Payne,3263294
2017-2018,Dennis Smith Jr.,3218280
2017-2018,Kelly Oubre Jr.,3208630
2017-2018,Ekpe Udoh,3200000
2017-2018,TJ Warren,3152931
2017-2018,Marquese Chriss,3073800
2017-2018,Zach Collins,3057240
2017-2018,Seth Curry,3028410
2017-2018,Mindaugas Kuzminskas,3025035
2017-2018,Justin Hamilton,3000000
2017-2018,Tomas Satoransky,3000000
2017-2018,Tibor Pleiss,3000000
2017-2018,Bam Adebayo,2955840
2017-2018,Jakob Poeltl,2947320
2017-2018,Jusuf Nurkic,2947305
2017-2018,Thon Maker,2799720
2017-2018,Cedi Osman,2775000
2017-2018,Domantas Sabonis,2659800
2017-2018,Jerian Grant,2639314
2017-2018,Donovan Mitchell,2621280
2017-2018,Gary Harris,2550055
2017-2018,Delon Wright,2536898
2017-2018,D.J. Wilson,2534280
2017-2018,Dario Saric,2526840
2017-2018,Taurean Prince,2526840
2017-2018,Justin Anderson,2516048
2017-2018,Manu Ginobili,2500000
2017-2018,Reggie Bullock,2500000
2017-2018,Bobby Portis,2494346
2017-2018,Rondae Hollis-Jefferson,2470357
2017-2018,Bruno Caboclo,2451225
2017-2018,Kendrick Perkins,2445085
2017-2018,Trey Lyles,2441400
2017-2018,T.J. Leaf,2407560
2017-2018,Justin Jackson,2365560
2017-2018,Shabazz Napier,2361360
2017-2018,Clint Capela,2334528
2017-2018,Devin Booker,2319360
2017-2018,John Collins,2299080
2017-2018,Denzel Valentine,2280600
2017-2018,Larry Nance Jr.,2272391
2017-2018,Justin Patton,2247480
2017-2018,Guerschon Yabusele,2247480
2017-2018,Brandon Jennings,2222803
2017-2018,Mo Williams,2194500
2017-2018,Kyle Anderson,2151704
2017-2018,Darius Miller,2100000
2017-2018,Juan Hernangomez,2076840
2017-2018,Sean Kilpatrick,2054856
2017-2018,Kendall Marshall,2048257
2017-2018,OG Anunoby,2034120
2017-2018,Jarrett Allen,2034120
2017-2018,Terry Rozier,1988520
2017-2018,Kevin Seraphin,1974159
2017-2018,Ante Zizic,1952760
2017-2018,Tyler Zeller,1933941
2017-2018,Rashad Vaughn,1889040
2017-2018,Harry Giles,1859400
2017-2018,Henry Ellenson,1857480
2017-2018,Eric Moreland,1826300
2017-2018,Sam Dekker,1794600
2017-2018,Terrance Ferguson,1785000
2017-2018,Furkan Korkmaz,1740000
2017-2018,Caris LeVert,1702800
2017-2018,Malik Beasley,1700640
2017-2018,Spencer Dinwiddie,1656092
2017-2018,Julyan Stone,1656092
2017-2018,DeAndre' Bembry,1634640
2017-2018,Richaun Holmes,1600520
2017-2018,Dwight Buycks,1600520
2017-2018,Tyler Lydon,1579440
2017-2018,Ryan Kelly,1577230
2017-2018,Archie Goodwin,1577230
2017-2018,Jeff Withey,1577230
2017-2018,Malachi Richardson,1569360
2017-2018,Caron Butler,1551659
2017-2018,Pascal Siakam,1544951
2017-2018,Willy Hernangomez,1544951
2017-2018,Okaro White,1544951
2017-2018,Malcolm Brogdon,1544951
2017-2018,Troy Williams,1544951
2017-2018,Isaiah Taylor,1544951
2017-2018,Mitch McGary,1526040
2017-2018,Joffrey Lauvergne,1524305
2017-2018,Jerami Grant,1524305
2017-2018,Johnny O'Bryant III,1524305
2017-2018,Tyler Ennis,1524305
2017-2018,Marcelo Huertas,1500000
2017-2018,Omri Casspi,1471382
2017-2018,Mario Chalmers,1471382
2017-2018,KJ McDaniels,1471382
2017-2018,Raymond Felton,1471382
2017-2018,Pat Connaughton,1471382
2017-2018,Raul Neto,1471382
2017-2018,Chris McCullough,1471382
2017-2018,Jeremy Evans,1471382
2017-2018,Caleb Swanigan,1465920
2017-2018,Jordan Adams,1465080
2017-2018,Richard Jefferson,1454756
2017-2018,Kyle Kuzma,1423560
2017-2018,Tony Bradley,1414920
2017-2018,Derrick White,1404600
2017-2018,Josh Hart,1394520
2017-2018,Timothe Luwawu-Cabarrot,1386600
2017-2018,Josh Smith,1379940
2017-2018,Khem Birch,1378242
2017-2018,Wesley Iwundu,1378242
2017-2018,Sterling Brown,1378242
2017-2018,Dwayne Bacon,1378242
2017-2018,Damyean Dotson,1378242
2017-2018,Rodney Purvis,1378242
2017-2018,Alex Poythress,1378242
2017-2018,Tyler Dorsey,1378242
2017-2018,Guillermo Hernangomez,1350000
2017-2018,Sasha Kaun,1333240
2017-2018,Brice Johnson,1331160
2017-2018,Deyonta Davis,1312611
2017-2018,Wayne Selden,1312611
2017-2018,Andrew Harrison,1312611
2017-2018,Kyle Wiltjer,1312611
2017-2018,Davis Bertans,1312611
2017-2018,Chasson Randle,1312611
2017-2018,Carrick Felix,1312611
2017-2018,Daniel Ochefu,1312611
2017-2018,Yogi Ferrell,1312611
2017-2018,Marcus Georges-Hunt,1312611
2017-2018,Sheldon Mac,1312611
2017-2018,Khris Middleton,1300000
2017-2018,Semi Ojeleye,1291892
2017-2018,Livio Jean-Charles,1188840
2017-2018,Frank Mason III,1184385
2017-2018,Abdel Nader,1167333
2017-2018,Tony Wroten,1050961
2017-2018,John Jenkins,1050961
2017-2018,Chris Johnson,1050961
2017-2018,Anthony Bennett,1015696
2017-2018,Andrew Goudelock,1015696
2017-2018,Isaiah Canaan,997547
2017-2018,Anderson Varejao,980431
2017-2018,Elliot Williams,980431
2017-2018,Devyn Marble,980431
2017-2018,Arinze Onuaku,980431
2017-2018,Rasual Butler,980431
2017-2018,Chris Wright,980431
2017-2018,Steve Novak,980431
2017-2018,Cory Jefferson,980431
2017-2018,Jordan Farmar,980431
2017-2018,Jorge Gutierrez,980431
2017-2018,Henry Sims,980431
2017-2018,Will Bynum,980431
2017-2018,Ivan Rabb,950000
2017-2018,Rade Zagorac,950000
2017-2018,Reggie Williams,895197
2017-2018,D.J. Kennedy,874636
2017-2018,DJ Stephens,874636
2017-2018,Christian Wood,874636
2017-2018,Nick Johnson,874636
2017-2018,Casper Ware,874636
2017-2018,Jordan McRae,874636
2017-2018,Keith Benson,874636
2017-2018,Cliff Alexander,874636
2017-2018,Gerald Green,872854
2017-2018,Xavier Rathan-Mayes,815615
2017-2018,Dillon Brooks,815615
2017-2018,Dakari Johnson,815615
